4,(1,0,0,3,-1,1),-192
4,(1,0,-3,1,-1,0),-192
4,(5,0,-19,0,-1,1),-6119622144
4,(6,0,-23,0,1,0),858998015584
4,(2,0,-7,1,1,-1),6048
5,(0,0,0,0,-2,1),32
5,(0,1,0,0,1,-2),-64
5,(0,1,0,0,-1,-1),-32
5,(0,-1,0,1,-1,1),32
5,(0,0,0,1,0,-1),-32
5,(0,0,0,-1,-1,1),32
5,(0,1,0,-1,0,-1),-32
5,(0,0,1,0,-1,1),32
5,(0,1,1,0,0,-1),-32
5,(0,-1,0,0,0,1),32
5,(1,0,-3,0,-1,1),192
5,(2,0,-7,0,-1,1),6048
5,(0,0,0,0,1,-1),-32
5,(1,1,-3,0,0,-1),-192
5,(0,-1,1,1,0,1),32
5,(3,0,-11,0,-1,1),459712
5,(2,1,-7,0,0,-1),-6048
5,(0,0,1,1,1,-1),-32
5,(1,-1,-3,1,0,1),192
5,(4,0,-15,0,-1,1),48600000
5,(3,1,-11,0,0,-1),-459712
5,(2,-1,-7,1,0,1),6048
5,(1,0,-3,1,1,-1),-192
5,(1,0,0,3,-1,1),192
5,(5,0,-19,0,-1,1),6119622144
5,(1,1,0,3,0,-1),-192
5,(3,-1,-11,1,0,1),459712
5,(2,0,-7,1,1,-1),-6048
5,(4,1,-15,0,0,-1),-48600000
6,(0,1,0,0,1,-2),-128
6,(0,1,0,0,-1,-1),-128
6,(0,-1,0,1,1,0),-128
6,(0,-1,0,1,-1,1),-128
6,(0,0,0,1,0,-1),-256
6,(0,1,0,-1,0,-1),-128
6,(0,1,1,0,0,-1),-128
6,(0,-1,0,0,0,1),-128
6,(0,0,0,0,1,-1),-256
6,(1,1,-3,0,0,-1),-768
6,(0,-1,1,1,0,1),-128
6,(2,1,-7,0,0,-1),-24192
6,(0,0,1,1,1,-1),-256
6,(0,0,0,0,-1,0),-256
6,(1,-1,-3,1,0,1),-768
6,(0,0,1,1,-1,0),-256
6,(3,1,-11,0,0,-1),-1838848
6,(2,-1,-7,1,0,1),-24192
6,(1,0,-3,1,1,-1),-1536
6,(1,0,-3,1,-1,0),-1536
6,(1,1,0,3,0,-1),-768
6,(3,-1,-11,1,0,1),-1838848
6,(2,0,-7,1,1,-1),-48384
6,(4,1,-15,0,0,-1),-194400000
7,(0,-1,0,1,1,0),128
7,(0,-1,0,1,-1,1),128
7,(0,0,0,1,0,-1),128
7,(0,-1,0,0,0,1),128
7,(0,0,0,0,1,-1),128
7,(0,-1,1,1,0,1),128
7,(0,0,1,1,1,-1),128
7,(0,0,0,0,-1,0),128
7,(1,-1,-3,1,0,1),768
7,(0,0,1,1,-1,0),128
7,(2,-1,-7,1,0,1),24192
7,(1,0,-3,1,1,-1),768
7,(1,0,-3,1,-1,0),768
7,(3,-1,-11,1,0,1),1838848
7,(2,0,-7,1,1,-1),24192
8,(0,1,0,0,1,-2),256
8,(0,1,0,0,-1,-1),256
8,(0,0,0,1,0,-1),256
8,(0,1,0,-1,0,-1),256
8,(0,1,1,0,0,-1),256
8,(0,0,0,0,1,-1),256
8,(1,1,-3,0,0,-1),1536
8,(2,1,-7,0,0,-1),48384
8,(0,0,1,1,1,-1),256
8,(0,0,0,0,-1,0),256
8,(0,0,1,1,-1,0),256
8,(3,1,-11,0,0,-1),3677696
8,(1,0,-3,1,1,-1),1536
8,(1,0,-3,1,-1,0),1536
8,(1,1,0,3,0,-1),1536
8,(2,0,-7,1,1,-1),48384
8,(4,1,-15,0,0,-1),388800000
9,(1,0,-4,0,0,0),-320
9,(2,0,-8,0,0,0),-13120
9,(3,0,-12,0,0,0),-1088960
9,(4,0,-16,0,0,0),-119783040
9,(5,0,-20,0,0,0),-15440622400
9,(6,0,-24,0,0,0),-2201117471680
9,(7,0,-28,0,0,0),-336405826357440
9,(0,0,1,0,1,0),-128
9,(8,0,-32,0,0,0),-54107223042182400
9,(1,0,-3,0,1,0),3328
9,(0,0,1,0,-1,1),-128
9,(0,1,1,0,0,-1),-128
9,(2,0,-7,0,1,0),237952
9,(1,0,-3,0,-1,1),3328
9,(9,0,-36,0,0,0),-9049022083558242240
9,(2,0,-7,0,-1,1),237952
9,(3,0,-11,0,1,0),28164352
9,(1,1,-3,0,0,-1),3328
9,(10,0,-40,0,0,0),-1560755332264769582400
9,(0,-1,1,1,0,1),-128
9,(3,0,-11,0,-1,1),28164352
9,(2,1,-7,0,0,-1),237952
9,(0,0,1,1,1,-1),-128
9,(4,0,-15,0,1,0),4042092800
9,(1,-1,-3,1,0,1),3328
9,(11,0,-44,0,0,0),-275998466204595369695680
9,(0,0,1,1,-1,0),-128
9,(5,0,-19,0,1,0),642991417344
9,(12,0,-48,0,0,0),-49823448578213401555447680
9,(4,0,-15,0,-1,1),4042092800
9,(3,1,-11,0,0,-1),28164352
9,(2,-1,-7,1,0,1),237952
9,(1,0,-3,1,1,-1),3328
9,(1,0,-3,1,-1,0),3328
9,(5,0,-19,0,-1,1),642991417344
9,(3,-1,-11,1,0,1),28164352
9,(6,0,-23,0,1,0),109064938628736
9,(13,0,-52,0,0,0),-9151339935798312297196407360
9,(2,0,-7,1,1,-1),237952
9,(4,1,-15,0,0,-1),4042092800
10,(0,-1,0,1,1,0),-128
10,(0,-1,0,1,-1,1),-128
10,(0,0,0,1,0,-1),-128
10,(1,0,0,4,0,0),-320
10,(0,0,0,-1,1,0),-128
10,(0,0,0,-1,-1,1),-128
10,(0,1,0,-1,0,-1),-128
10,(0,-1,0,0,0,1),-256
10,(0,0,0,0,1,-1),-256
10,(2,0,0,8,0,0),-13120
10,(0,-1,1,1,0,1),-128
10,(1,0,0,3,1,0),3328
10,(0,0,1,1,1,-1),-128
10,(0,0,0,0,-1,0),-256
10,(1,-1,-3,1,0,1),-768
10,(0,0,1,1,-1,0),-128
10,(2,-1,-7,1,0,1),-24192
10,(1,0,-3,1,1,-1),-768
10,(1,0,0,3,-1,1),3328
10,(1,0,-3,1,-1,0),-768
10,(1,1,0,3,0,-1),3328
10,(3,-1,-11,1,0,1),-1838848
10,(2,0,-7,1,1,-1),-24192
11,(0,0,0,0,-2,1),-512
11,(0,1,0,0,1,-2),128
11,(0,1,0,0,-1,-1),-384
11,(0,-1,0,1,1,0),128
11,(0,-1,0,1,-1,1),-384
11,(0,0,0,1,0,-1),-256
11,(0,0,0,-1,1,0),128
11,(0,0,0,-1,-1,1),-384
11,(0,0,1,0,1,0),128
11,(0,1,0,-1,0,-1),-256
11,(1,0,-3,0,1,0),768
11,(0,0,1,0,-1,1),-384
11,(0,1,1,0,0,-1),-256
11,(0,-1,0,0,0,1),-256
11,(2,0,-7,0,1,0),24192
11,(1,0,-3,0,-1,1),-2304
11,(2,0,-7,0,-1,1),-72576
11,(3,0,-11,0,1,0),1838848
11,(0,0,0,0,1,-1),-128
11,(1,1,-3,0,0,-1),-1536
11,(0,-1,1,1,0,1),-256
11,(1,0,0,3,1,0),768
11,(3,0,-11,0,-1,1),-5516544
11,(2,1,-7,0,0,-1),-48384
11,(0,0,1,1,1,-1),-128
11,(0,0,0,0,-1,0),-640
11,(4,0,-15,0,1,0),194400000
11,(1,-1,-3,1,0,1),-1536
11,(0,0,1,1,-1,0),-640
11,(5,0,-19,0,1,0),24478488576
11,(4,0,-15,0,-1,1),-583200000
11,(3,1,-11,0,0,-1),-3677696
11,(2,-1,-7,1,0,1),-48384
11,(1,0,-3,1,1,-1),-768
